label-coarse,label-fine,text
1,29,Garry Kasparov plays what game ?
4,45,How much does a poodle weigh ?
0,7,What is Zionism ?
3,5,What cable network bills itself as `` the family entertainer '' ?
4,13,How many points are there on a Backgammon board ?
0,12,What have you not let a tennis ball do if you volley ?
1,1,Which comic book was not spawned directly from the pulp magazines ?
1,26,"What product is for kids , and not for silly rabbits ?"
0,7,What else has the swastika stood for ?
0,9,"Why do people get goosebumps when they have something emotional happen to them , like when they hear a beautiful piece of music , or see something beautiful , or get aroused by someone they love ?"
4,13,How many frames does a disk camera shoot ?
1,14,What are the 7 Wonders of the World ?
4,8,When did Theo Rousseau paint the `` Forest of Fontaine '' ?
4,13,How many people have been Captain America ?
0,7,What is meant by the term `` yield to maturity '' in reference to bonds ?
1,17,"What became the biggest cash crop in the U.S. in 1983 , surpassing corn ?"
0,0,How did the war of 1812 affect Delaware ?
1,22,Where is the human skin least sensitive ?
3,4,"What President was meant for , but never placed in , the empty crypt beneath the capital 's rotunda ?"
1,14,What is the biggest `` thing '' humans have made ?
5,14,What are all the rivers in Europe ?
3,4,Who won the Superbowl in ?
1,14,What five cards make up a perfect Cribbage hand ?
4,8,In what year was Gandhi assassinated ?
4,27,What is the time it takes a typist to type a screenplay that is 100 pages long ?
1,2,What is the full classification of a lady bug ?
3,4,What Hungarian cardinal was first a state prisoner and then a refugee in the U.S. embassy 1956-1971 ?
4,13,How many pairs of wings does a tsetse fly have ?
1,14,What was the name of the peace agreement imposed on Germany after World War I ?
5,18,What 's the fifth-largest country in the world ?
0,0,How do you box train a cat ?
0,0,How was Teddy Roosevelt related to FDR ?
1,1,What newspaper serves Salt Lake City ?
4,8,The film `` Jaws '' was made in what year ?
0,0,How does lightning travel ?
1,17,What spice do chefs pay the most for ?
3,4,Who directed Citizen Kane ?
0,7,What is troilism ?
1,44,What was the sister ship of the Olympic ?
3,4,What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles ?
2,3,What is HTML ?
0,0,How do you identify prime numbers ?
3,4,"Whose special bear 's creator was born on January 18 , 1779 ?"
3,5,What high school does Archie attend ?
1,2,What animal migrates the farthest ?
1,1,What film was based on the play Everybody Comes to Rick 's ?
0,9,Why do we call someone `` honey '' ?
1,17,Madonna hocks which soft drink ?
3,5,What television network flogged its sports programming on Inga Nielsen 's body in 197 ?
5,18,In what country is Lund ?
1,1,What 's the sequel to Alice 's Adventures in Wonderland ?
5,21,What is the capital of Seattle ?
3,4,What Italian leader had a lifelong fear of the evil eye ?
5,21,What city in Florida is Sea World in ?
3,4,Who said : `` What contemptible scoundrel stole the cork from my lunch ? ''
0,7,What 's a water funnel ?
1,23,What is a fear of worms ?
0,7,What is a Chinese `` spouting '' bowl ?
0,12,What does an emperor do ?
3,4,What president kissed the Queen Mother on the lips ?
5,14,Where does the tennis star Stefan Edberg come from ?
5,14,What continent pushes up the Executive Committee mountain range ?
0,0,How do they raise the cranes when building high-rise buildings ?
0,9,"What was Al Capone finally imprisoned for , in 1931 ?"
1,17,What food can I use to catch a possum ?
3,4,What was Al Capone 's nickname ?
3,4,Who was the author of the famous fairy tale `` Snow White and Seven Dwarfs '' ?
5,21,What is the largest city in Germany ?
1,23,What is a fear of cholera ?
5,14,What park contains Firehole River and Fairy Falls ?
5,14,What 's the largest island in the West Indies ?
5,11,What New England state carries the telephone area code 27 ?
1,14,What is an example of a natural acid-base indicator ?
5,14,In what county is Eckley Colorado ?
0,0,How do I find info about rice importers in the world ?
4,25,"How much does it cost to have a tree planted by dialing , 900 , 740-TREE ?"
0,12,What is the song Stairway to Heaven by Led Zeppelin about ?
0,0,How does hair curl ?
1,14,What are pushed and coupled in hump yards ?
4,27,How long do hermit crabs live ?
5,21,What city hosted the first Winter Olympics in Asia ?
0,12,What is the origin of the first name ` Breony ' ?
4,8,What month were you born in if your birthstone is sardonyx ?
3,4,Who is behind the name of the Harvey Wallbanger drink ?
0,12,What is the origin of `` Beauty is in the eye of the beholder '' ?
1,17,"What soft drink not only has its own video game , but was featured in its own Marvel comic book ?"
1,1,What oldtime kids ' fare did TV Guide writer Jeff Greenfield call `` one of the most...subversive TV shows in American history '' ?
1,17,Madonna advertises for what soft drink ?
2,3,What does A&W of root beer fame stand for ?
1,20,What tennis term is said to come from the French word for egg ?
1,14,What does a collier mine ?
4,25,How much money can a person be fined for having a dog on a beach ?
5,18,"What desert country borders Saudi Arabia , Iraq and the Persian Gulf ?"
1,10,What are the ages in comic book lingo ?
1,2,What kinds of animals are in Cambodia ?
3,5,What South African producer had a 1988 profit of $836 million ?
3,4,What American actress was the first to be called a `` vamp '' ?
0,7,What do the 12 days of Christmas mean ?
1,1,"What John Steinbeck novel portrays the Joad family , driven from the Oklahoma dustbowl ?"
4,8,What date did man first land on the moon ?
5,14,Where are the headquarters of Eli Lilly ?
4,13,How many web servers are there ?
0,12,What 's the last line of Dickens 's A Christmas Carol ?
4,13,How many trees go into paper making in a year ?
5,14,Where can I find info on research being done on oilseeds thru genetics ?
0,9,How come light bulbs go out ?
0,9,For what reason did the Shea & Gould law firm close their L.A. office ?
4,40,How far out is the universe ?
0,12,What is the difference between a bottle and a jar ?
1,23,What disease is the second-biggest killer of North Americans ?
5,14,Where did the Mayan Indians live ?
5,14,Where was Poe born ?
0,12,What happens to the female body with lack of sleep and food ?
1,23,What is a fear of crystals or glass ?
1,26,Name a product that controls the ripening of apples .
4,13,How many warmup pitches does a reliever get coming into a baseball game ?
5,14,Where did Dylan Thomas die ?
1,2,What common livestock have the greatest variety of breeds ?
1,1,What film had Bette Davis creating a scandal by wearing a daring red gown to a society ball ?
1,23,What disease did August von Wassermann develop a specific test for in 196 ?
3,5,What card company sells Christmas ornaments ?
0,0,How do I find out what cities are in a certain area code ?
1,14,What can communications satellites offer yachts ?
4,13,How many Fig Newtons are there to the pound ?
3,4,Who is the premier of China ?
3,4,What cigar-chewing comedian observed : `` You 're only as old as the woman you feel '' ?
4,13,How many bones are there in the human hand ?
3,5,What bread company used to feature stickers of the Cisco Kid on the ends of their packages ?
3,4,Who was the president of Vichy France ?
3,4,Whose kidnaping was termed The Crime of the Century ?
0,7,What is hydrogen ?
3,5,What group asked the musical question Do You Believe in Magic ?
5,14,What was the tallest building in America in 1922 ?
3,4,What buxom blonde appeared on the cover of more than 5 magazines ?
0,7,What is recruitment interview technique ?
0,0,How does a hurricane form ?
0,7,What does the donation process entail ?
4,40,How far is it from Phoenix to Blythe ?
5,21,What New Hampshire hamlet rises early to vote first in U.S. presidential elections ?
4,13,How many people watch network television ?
1,26,"What garment was named for Bradley , Voorhees and Day ?"
3,4,Who first broke the sound barrier ?
0,0,How do birds have sex ?
4,13,How many horses are there on a polo team ?
1,14,What 's destroyed in Genesis 19 : 24 ?
1,10,What new year is celebrated on February 16th ?
0,7,What is Occam 's Razor ?
5,14,Where do the Grimace and Mayor McCheese live ?
4,27,How long does it take to hike the entire Appalachian Trail ?
3,4,What role do fruits play in the survival of plants ?
5,14,Where is the world championship sled dog race held each February ?
0,9,What are the medical purposes of `` clitoridectomy '' ?
0,7,How is thalassemia defined ?
1,1,What 's the name of the Tampa newspaper ?
0,7,What is a storm surge ?
0,0,How do you use `` farther '' as opposed to `` further '' ?
1,14,What was the alternate to VHS ?
1,37,What is one of the languages of the Sioux ?
3,4,What Pulitzer Prize-winning novelist ran for mayor of New York City ?
4,13,How many times can a nickel-cadmium rechargeable battery be recharged ?
0,0,How is cologne made ?
1,17,What was the food of the Greek gods called ?
0,7,What does camera-ready art mean ?
4,13,How many seats does the Batmobile sport ?
4,13,How many cards are dealt to each player in Gin Rummy ?
0,12,What happened to Phillip Taylor Kramer ?
1,1,What Erica Jong novel deals with Isadora Wing 's fear ?
4,8,What time of year do most people fly ?
3,4,Who was Scrooge 's dead partner in Dickens 's A Christmas Carol ?
0,12,What is the origin of the Christmas tree ?
4,8,When is the Thai New Year ?
1,29,What four tournaments make up tennis ' Grand Slam ?
1,1,What 1964 film introduced the song My Kind of Town ?
3,4,Who recorded the 1957 hit Tammy ?
1,20,What is the term for the side of the mountain that faces the prevailing winds ?
1,14,"In Kafka 's Metamorphosis , the hero awakes one morning to find himself turned into what ?"
1,20,What does caliente translate to in English ?
3,4,Who is Mia Farrow 's mother ?
0,0,How do you determine if a computer monitor has an SVGA adapter ?
4,40,How far can a human eye see ?
4,8,What time of year has the most air travel ?
0,7,What does the term `` spaghetti western '' mean ?
4,8,When was the G7 group of nations formed ?
0,12,What are differences between 1980 and 1990 ?
3,4,What baseball player was walked the most times ?
3,4,What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?
1,17,What were the first frozen foods ?
0,9,Why is Indiglo called Indiglo ?
1,36,What is the word for love of pain or abuse ?
4,8,When did they canonize the Bible ?
3,4,Who was the only president to serve two nonconsecutive terms ?
4,38,What percentage of all world tornados touch down in the US ?
3,4,What labor leader was last seen in the parking lot of a Michigan restaurant ?
4,8,When did the Carolingian period begin ?
0,12,What motto ended Merrie Melodies cartoons ?
3,4,Who reports the weather on the `` Good Morning America '' television show ?
4,13,How many emperors were there in the Roman Empire ?
3,4,What was the name of `` The Muppets '' creator ?
0,7,What is Cabarnet Sauvignon ?
0,7,What is a virtual IP address ?
1,2,What 's the name of the tiger that advertises for Frosted Flakes cereal ?
3,4,"Who sent the brief message `` I came , I saw , I conquered '' ?"
1,19,What color is Mr. Spock 's blood ?
3,4,What U.S. Air Force general led the first bombing raid over Tokyo ?
3,4,What U.S. vice-president said : `` Some newspapers dispose of their garbage by printing it '' ?
3,4,"What was the name of the first Watergate special prosecutor , later fired by Nixon ?"
0,0,How do movie blues screens work ?
0,0,How does the speed the magnet spins in a generator affect the output of the generator ?
3,5,What 's the supreme policy-making bureau of the Soviet Communist Party ?
0,7,What was the Vietnam War ?
0,7,What is La Nina ?
0,9,Why did the Globe Theatre burn down ?
4,8,On what day were John F and Jackie Kennedy married ?
1,1,"What was the non-fiction best-seller of 1952 , 1953 and 1954 ?"
0,7,What is meant by blood SED rate ?
3,5,Who are the nomadic hunting and gathering tribe of the Kalahari Desert in Africa ?
3,4,Who won a Pulitzer Prize for his novel The Caine Mutiny ?
1,31,What 's the best way to lose the flab under your chin and around your face ?
5,14,Where is your corpus callosum ?
1,1,"What Broadway musical featured the song , `` If I were a rich man ? ''"
3,4,Who portrayed Sherlock Holmes in 14 films between 1939 and 1946 ?
0,9,Why is the development of space so important ?
0,12,What is the nursery rhyme Rock-a-by Baby about ?
5,14,"When Superman needs to get away from it all , where does he go ?"
4,27,How old is singer Freedy Johnston ?
0,12,What is the origin of gametophytic tissue ?
0,7,What does Aaron mean ?
1,23,What is a fear of hair ?
3,4,What is the name of the pop singer whose song became the theme song for a brand of catsup ?
0,7,What is a conifer ?
3,4,Who claimed to be the world 's most perfectly-developed man ?
0,12,What is different about the red and black fox ?
0,7,What is e-commerce ?
0,0,How do I tie a tie ?
5,14,Where can I get cotton textiles importer details ?
4,8,When did Spain and Korea start ambassadorial relations ?
3,5,What kind of people took part in Shays ' Rebellion in Massachusetts in 1787 ?
0,7,What is chromatology ?
4,13,How many grooves are on a dime 's edge ?
0,0,How was the ACLU formed ?
1,1,What are the most albums sold by one artist or band ?
1,29,The second most popular sport worldwide is what ?
1,14,What do goldfish lose if kept in dimly-lit or running water ?
5,14,What canal does the Thatcher Ferry Bridge span ?
3,4,What American won the world Grand Prix driving championship in 1978 ?
4,38,What are the chances of pregnacy if the penis does not penetrate the vagina ?
1,14,What 's the highest hand in straight poker ?
5,14,Where can I find a lesson plan for teaching the metric system conversion to American standard ?
1,1,What is the name of Kevin Costner 's movie about Sioux Indians ?
0,7,"What are Kythnos , Siphnos , Seriphos and Mykonos ?"
3,4,Name a female figure skater .
0,9,Why are there no white lines on pro footballs ?
4,27,How long would it take for a $ savings bond to mature ?
0,0,How is Abigail Arcane related to the villainous opponent of the Swamp Thing ?
1,14,What did the Congress of Vienna establish ?
4,25,What is the average cost for four years of medical school ?
1,28,What harmful chemicals are in bug spray ?
4,13,How many spears are there on Kenya 's flag ?
0,12,What did Mighty Mouse always sing as he went into action ?
5,14,Where did George of the Jungle live ?
0,0,How did Bob Marley die ?
4,14,What 's men 's par on a 455-yard golf hole ?
4,38,What percentage of American men are alcoholic ?
4,25,"Dialing , 900 , 740-TREE to have a tree planted will cost how much ?"
4,13,"In South Korea , how many American Soldiers are there ?"
3,4,Who portrayed Carl Bernstein in All the President 's Men ?
4,14,What are the numbers that fit into Fermont 's last theorem ?
3,4,Who was Tiny Tim 's father ?
1,14,What does a heliologist study ?
3,4,Who was Bonnie Blue Butler 's father ?
1,26,"What shampoo prevents eczema , seborrhea , and psoriasis ?"
4,13,How many Americans have HIV ?
5,14,Where do I find information for foreclosure properties on the Internet ?
3,4,Who is the Antichrist ?
1,1,What was the first English play written exclusively for children ?
5,18,Which Latin American country is the largest ?
5,14,What was the former residence of Scottish kings in Edinburgh ?
4,13,How many teats does a female goat sport ?
4,40,How tall is kilamanjaro ?
3,4,Who was the lawyer who represented Randy Steven Craft ?
5,18,What country buys 25 percent of the world 's tea exports ?
5,18,What country is the origin of the band the Creeps ?
1,14,What did the crocodile swallow in Peter Pan ?
0,12,What is the origin of the word `` mushroom '' ?
3,4,Which of the following celebrities was not born in Philadelphia ?
4,14,What is the number of American soldiers deployed to South Korea ?
5,14,Where is the biggest bell ?
1,26,What is the brand name of the chemical daminozide ?
0,0,How do microwaves work ?
1,1,What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?
4,13,What is the estimated total U.S. whitetail deer population ?
3,4,Who wrote the Farmer 's Almanac ?
1,2,"What animal received royal assent as an emblem of Canada on March 24 , 1975 ?"
4,14,What number is at 12 o 'clock on a dartboard ?
3,5,Which team won the Super Bowl in 1968 ?
0,12,What is the recommended daily requirement for folic acid for pregnant women ?
1,1,What film dramatized the Scopes monkey trial ?
3,4,CNN is owned by whom ?
5,18,What country offered Albert Einstein its presidency in 1952 ?
0,7,What is the HIGHEST Roman numeral ?
1,1,"What TV series saw many of its aquatic scenes shot at Silver Springs , Florida ?"
3,4,Who was the 15th century fire-and-brimstone monk who gained control of Florence but ended burnt at the stake ?
0,0,How is digital audio used ?
2,3,What is AFS ?
3,12,Who was Quetzalcoatl ?
1,26,What operating system do IBM-compatible machines use ?
3,4,What French leader sold Louisiana to the United States ?
5,14,"What bay sparkles next to Miami , Florida ?"
4,13,How many miles of veins are in the circulatory system ?
5,14,What famed river flows through Bagdad ?
0,0,How is bubble wrap made ?
0,7,What is Java ?
3,4,Who is the prime minister of Japan ?
3,4,What player squats an average of 3 times during a baseball doubleheader ?
3,4,What 's the most common name in nursery rhymes ?
4,13,How many `` No '' answers was the What 's My Line ? panel allowed ?
4,25,What is the fine for having a dog on a beach ?
3,4,"Who wrote the book , `` Song of Solomon '' ?"
5,14,"Where can one find information on religion and health , the brain and nutrition ?"
3,4,Name the Ranger who was always after Yogi Bear .
1,1,What TV show did John Sebastian sing the theme for ?
3,4,Who is the president of the Spanish government ?
3,4,Who holds the career record for the most major league home runs ?
3,4,Which of the following actors worked in New York 's Yiddish Theater ?
3,4,Who invented the stethoscope ?
0,7,What is a mathematical factor ?
4,13,How many four star generals were there and who are they ?
4,8,When did Nixon die ?
1,20,What was originally defined as one 1-millionth of the distance from the equator to the Pole ?
3,4,What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?
4,13,How many members are in the California congressional delegation ?
5,14,What erupts every hour at Yellowstone National Park ?
5,18,What country contains the highest point in South America ?
3,4,What are Arnold Palmer 's fans called ?
3,4,Who retired with 755 home runs to his credit ?
5,14,What constellation represents a hunter with club and shield ?
3,4,Who developed potlatch ?
4,27,How long did Shea and Gould practice law in Los Angeles ?
4,14,What 's a perfect score in a gymnastics exercise ?
3,5,"What group included Abbey Hoffman , Jerry Rubin , and Tom Hayden ?"
0,9,What made Jane Goodall famous ?
4,27,At what age did Rossini stop writing opera ?
5,21,What Russian seaport has a name meaning `` Lord of the East '' ?
3,4,Name the two actress daughters of John Mills .
4,27,How old was Gene Siskel ?
0,12,What can be done about snoring ?
5,24,What Rocky Mountain ridge separates North America 's eastward and westward-flowing rivers ?
3,4,Who is the actress Bette Davis once said she wished she looked like ?
3,4,Who portrayed The Cowardly Lion in The Wizard of Oz ?
1,23,What does a chiropodist treat ?
0,7,What is porphyria ?
5,14,What gate opened on East and West Berlin ?
3,4,Who was the first king of England ?
0,9,What made the Finger Lakes in western New York state ?
1,1,In what movie is the number nine found in the title ?
4,13,How many calories are there in soy sauce ?
3,4,Who killed Kurt Cobain ?
3,4,Who created the monster in Mary Shelley 's novel Frankenstein ?
5,14,What 's the farthest planet from the sun ?
0,9,Why does the sun shine only a short time in Alaska ?
1,23,What chemical in red wine is good for the heart and what exactly does it do to your body ?
0,0,How does blood clot ?
4,32,How big is our galaxy in diameter ?
1,26,"What product `` doubles your pleasure , doubles your fun '' ?"
4,8,When is a woman most fertile ?
3,4,What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?
3,4,Who was the first man to return to space ?
1,26,What brand of jeans did Calvin Klein admit in a 1984 interview he felt more comfortable wearing ?
3,4,Who gave Abbie Hoffman his first dose of LSD ?
0,12,What effect does friction have on perpetual motion ?
3,6,What did the Seven Dwarfs do for a living ?
3,4,What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?
3,4,Who shot Billy the Kid ?
0,12,What is he doing now ?
3,4,What Mormon leader was said to have had 27 wives ?
1,14,What video format was an alternative to VHS ?
0,12,Where did the term `` 69 '' come from ?
1,28,What is money made of ?
5,14,What 's the name of a hotel in Indianapolis ?
4,13,How many people in Tucson ?
5,14,Where is Melbourne ?
3,4,With whom did Bush compare Saddam Hussein ?
5,18,What country was Mikhail Gorbachev the leader of ?
4,45,"What is the recommended weight of a 15 year-old male that is 5 , 6 ?"
3,4,What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?
5,14,What is the largest county in size in Massachusetts ?
3,4,What is the name of the brilliant British economist behind its creation ?
3,4,Who played Sally Rogers on The Dick Van Dyke Show ?
0,12,What is it like to experience a near death episode ?
3,4,What mythical figure carries an hourglass and a scythe ?
4,25,How much is a Canadian 1967 twenty dollar gold coin worth ?
0,9,Why didn 't European colonial rule spread until after the first and second industrial revolutions ?
5,14,What natural attractions draw the most visitors in the United States ?
3,5,What presidential administration challenged Americans to explore The New Frontier ?
4,13,How many years did Sleeping Beauty sleep ?
4,27,How long does it take for your body to restore blood after you donate your blood ?
0,0,How do I know someone is truly in love with me ?
1,17,Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 ?
0,7,What is literary criticism ?
0,0,How do you throw a housewarming party ?
1,29,What international sport was originally called hurley ?
5,14,What river runs through Liverpool ?
3,4,What famous British actor lost his voice after an operation in 1966 ?
0,7,What does the term 3 mean to a newspaper editor ?
3,5,What company makes impulse hardening equipment ?
5,18,What country was Kim Philby really working for ?
0,12,What does Freddy Freeman say to become Captain Marvel Jr. ?
5,18,What country was Hitler the chancellor of ?
3,4,What is Rona Barrett 's married name ?
4,13,How many years make up a lustrum ?
1,14,What are close encounters of the first and second kind ?
3,4,Who is the mathematician that won the Noble Prize for Literature in 1950 ?
3,4,Which glamorous actress is a close friend of Dick Tracy ?
1,1,What 1956 Grace Metalious novel was on the best-seller list for two years ?
3,5,Name the three races unleashed by the Celestials in Marvel comics .
4,27,How old is the Italian artist Maurizio Pellegrin ?
3,4,"What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?"
0,12,What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist ?
5,21,What North American city would you visit to see Cleopatra 's Needle ?
4,8,When was the NFL established ?
5,14,Where can I find an Ask An Expert site ?
3,4,What writer-journalist made his mark describing colorful Broadway and underworld characters ?
5,11,What U.S. state has the lowest highest elevation at 6 feet ?
3,5,What are the residents of the island of Lesbos called ?
1,14,What is the organizational structure of the New Delhi Indira Gandhi airport ?
1,14,"At Christmas time , what is the traditional thing to do under the mistletoe ?"
3,4,What baseball great plugged Mr. Coffee ?
1,29,What international amateur sports spectacle was first telecast in 1956 ?
0,12,What is the origin of the word `` amen '' ?
3,4,Who 's baby was Sweet Pea on the Popeye cartoon ?
5,14,Where is Mile High Stadium ?
1,14,"What were Baffin , Frobisher and Franklin looking for ?"
0,7,What is limbo ?
5,21,What city contains the district of Hell 's Kitchen ?
1,31,What interesting method was used to run the credits in the early Popeye cartoons ?
1,28,What are the stars made of ?
3,4,"What English physician was born on January 18 , 1779 and went on to create two important inventions ?"
3,4,"Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?"
4,35,How fast must a spacecraft travel to escape Earth 's gravity ?
3,4,What apostle is Taylor Caldwell 's Great Lion of God ?
4,13,How many rings are there on a five-zone archery target ?
1,23,"What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?"
1,28,"What element , from the Periodic Table , is a gas or a solid , but never a liquid ?"
0,7,What is a tonne ?
5,14,Which one of the Great Lakes is entirely within U.S. territory ?
2,3,What is DEET ?
3,5,What company sells the most greeting cards ?
5,11,What U.S. state has sagebrush as its state flower ?
0,7,What is the Bernoulli Principle ?
3,4,What 's comic strip photographer Peter Parker 's secret identity ?
0,12,What is difference between a poster and a print ?
1,29,In which sport is there a `` scrum '' ?
1,31,What are the best ways to improve employee morale at low cost ?
5,18,What nationality is Pope John Paul II ?
0,7,What is false consciousness ?
0,0,How did the Great Depression affect Japan 's history ?
1,14,Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right ?
5,14,Where are some great educational resources for parents and teachers ?
4,13,How many Israeli athletes were killed at the Munich Olympics ?
1,20,What is the Scotch `` for people who know the difference '' ?
4,8,When was Richard Nixon born ?
5,14,What New York City landmark has 168 steps to its crown ?
5,14,Where is the Bulls basketball team based ?
4,27,What is the recomended age to switch a child from a crib to a bed ?
3,4,Which Rockefeller was sometimes called `` JDR3 '' ?
4,8,When is the Sun closest to the Earth ?
0,12,What are some chemical properties of mendelevium ?
4,13,What is the average hours per months spent online by AOL users ?
3,4,Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?
0,12,What is the origin of the word `` sideburns '' ?
1,10,The trials resulting from World War II are known as what ?
1,10,What started in 1849 when gold was discovered at Sutter 's Mill ?
0,7,What is a First World country ?
3,4,Who was Shakespeare 's Moorish general ?
5,24,What 's the second-highest mountain in the world ?
5,18,What country was Erich Honecker the leader of ?
0,0,How does salt melt ice and snow ?
5,21,"What two Japanese cities are spelled with the letters K , O , O , T and Y ?"
0,7,What does laser stand for ?
3,4,Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?
5,14,Where did Wile E. Coyote always get his devices ?
4,40,How far away is the moon ?
3,4,What famous film and TV cowboy lent his name to a fast food chain ?
0,7,What is mandibulofacial dysostosis ?
0,9,What was the reason for the partition of the Anglican and Vatican churches ?
0,7,What is Butterfield 8 in Butterfield 8 ?
3,4,Who famously rode to warn the people of Massachusetts that the British were coming ?
2,3,What is DTMF ?
1,1,"Name a movie that the actress , Sandra Bullock , had a role in ."
1,14,"What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?"
3,4,Who commanded the French forces at the Battle of Orleans ?
5,14,Where can an individual get a contact lens tested that burned the entire surface of eye when new ?
5,18,What countries does the Mont Blanc Tunnel join ?
1,44,What ill-fated craft was captained by Ernst Lehmann ?
4,8,When did Amtrak begin operations ?
4,13,How many bones are in the human hand ?
4,13,How many chemical elements are there ?
5,11,What eastern state sprouted the first commercial nuclear power plant in the U.S. ?
5,18,What are the three most populated countries in the world ?
3,4,Who led the opposition when Konrad Adenauer was Chancellor in Germany ?
4,13,"What is the current population for these countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?"
4,27,What is the youngest age a boy or girl can have an orgasm ?
1,19,What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's ?
0,12,What is the origin of the candy cane at Christmas ?
1,26,What is the brand name of a chemical used to control ripening ?
1,2,What terror of the sea did Johnny Horton sing about ?
5,14,What is the largest office block in the world ?
3,4,Who turned all he touched to gold ?
1,23,What is the medical term for cancer of the blood ?
3,4,Who plays shortstop for Charlie Brown 's baseball team ?
5,18,What country did the Romans call Hibernia ?
3,4,Who was the most famous food editor of The New York Times ?
4,13,How many dogs pull a sled in the Iditarod ?
1,20,What 's a male witch called ?
4,27,How long does cocaine stay in your system ?
5,18,What two countries fought the Hundred Years ' War ?
3,4,Who was the last U.S. president to reinstate Selective Service registration ?
4,8,"On which dates does the running of the bulls occur in Pamplona , Spain ?"
3,4,What was the name of the lawyer who represented Randy Steven Craft ?
0,12,What happens to used motor oil ?
1,36,What is the most commonly used 1 letter word in the English language ?
3,4,What actress 's autobiography is titled Shelley : Also Known as Shirley ?
4,13,How many colors was the 1940s collectible called a Donald Duck Rubber Boat ?
0,0,How did the 7th inning stretch get started ?
3,4,Who lived on the shores of the Gitchee Gumee River ?
1,14,What did Tristan come back as ?
5,18,What country will hit the year 2 first ?
1,19,What colors make up a rainbow ?
1,10,What war did Johnny Reb and Billy Yank fight ?
3,4,Who is section manager for guidance and control systems at JPL ?
3,4,What is Goldfinger 's first name ?
5,14,What square is the geographical center of London ?
3,4,Which of the following famous people does not paint as a hobby ?
5,21,What is the most populated city in the world ?
4,13,How many pitchers occupy the shelf beside the crouching woman in Edgar Degas 's 1886 painting The Tub ?
4,25,What is the cost of the drugs used in tuberculosis treatments ?
2,3,What does JESSICA mean ?
1,10,What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?
1,33,Ray Charles is best known for playing what instrument ?
5,14,Where did Victor Hugo spend his exile ?
0,12,"What was Nine Tailors , the television show from 1974 , about ?"
0,0,How does the Elongated Man know a mystery is afoot ?
1,17,What food of the three bears did Goldilocks eat ?
0,7,What is Boston Kreme ?
3,4,Who should I call to get a tour of the New York Stock Exchange ?
4,13,How many airline schools are there in the U.S. ?
3,4,"What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?"
0,7,What is a swatch ?
0,7,What does Ouija mean ?
4,13,How many major Nazi leaders went on trial after the war at Nuremberg ?
1,2,What kind of fish is a coney ?
5,11,What state did Helen Keller call home ?
3,4,What was the name of the director of the movie `` Jaws '' ?
0,12,What steps can be taken to prevent diabetes ?
0,12,What were the first words spoken on a film sound track ?
4,8,What year is etched on the Gold Medal of Excellence from the Paris Exposition depicted on a can of Campbell 's tomato soup ?
5,18,What country 's royal house is Bourbon-Parma ?
1,1,What film was Jude Law in ?
3,4,Who portrayed W.C. Fields in the film W.C. Fields and Me ?
1,14,What were the ceremony traditions like during the Elizabethian times ?
3,5,Which college did Dikembe Mutombo play basketball at ?
1,23,What is a fear of going to bed ?
0,12,Where did the saying `` rule of thumb '' come from ?
0,9,Why does sound travel quicker through water than air ?
4,25,How much money does the Sultan of Brunei have ?
5,18,What country would you visit to ski in the Dolomites ?
4,8,What month 's third weekend is the Monterey Jazz Festival held on ?
0,7,What is the `` Global Economy '' ?
3,4,Who built the first successful stern wheel steamboat ?
0,7,What is a caul ?
3,4,Who was Hitler 's minister of propaganda ?
3,4,Who was the first doctor to successfully transplant a liver ?
0,7,What does the theory of quantum leaps mean in simpler terms ?
0,7,What is a bone marrow transplant ?
0,12,What is the difference between a classical and an acoustic guitar ?
5,21,What African capital is named for a U.S. president ?
1,37,What is the name of a language spoken by the Sioux ?
5,14,What Mediterranean island is home to the first Club Med ?
1,14,What does an edentulous smile lack ?
1,23,What is a fear of jealousy ?
5,14,Where can you find the Venus flytrap ?
1,1,What is the largest sculpture in the world ?
4,8,When was John D. Rockefeller born ?
5,14,What building built in 18 contains 327 miles of book shelves ?
0,7,What is home banking ?
1,1,What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?
